url,product_name,reviewer_name,review_title,review_text,review_rating,verified_purchase,review_date,helpful_count,uniq_id,scraped_at,processed_review_text,sentiment,sentiment_rating
https://www.amazon.co.uk/dp/B08SW434MG,"GUESS Women's Bradly Gymnastics Shoe, White, 7 UK",Tanja Böckmann,Sehr bequemer Schuh,Der Schuh 👟gefällt mir sehr gut. Der ist super bequem und leicht. Binsehr zu frieden. Danke,5.0,True,Reviewed in Germany on 19 February 2021,,56c5506c-bd2e-5ee1-a541-22a6cc039a96,24/12/2021 02:26:25,der schuh mir sehr gut der ist super bequem und leicht binsehr zu frieden danke,positive,5
https://www.amazon.co.uk/dp/B08SW434MG,"GUESS Women's Bradly Gymnastics Shoe, White, 7 UK",Alessio,Perfetto,"Scarpa perfetta e davvero molto bella la mia ragazza ha apprezzato, venditore molto disponibile !!",5.0,True,Reviewed in Italy on 7 June 2021,,8b3957b4-5e2a-5e75-999c-cab28767c271,24/12/2021 02:26:25,scarpa perfetta e davvero molto bella la mia ragazza ha apprezzato venditore molto disponibile,positive,5
https://www.amazon.co.uk/dp/B08SW434MG,"GUESS Women's Bradly Gymnastics Shoe, White, 7 UK",Vilma,Grandi,"Stupende,forse un po' troppo grandi,ma sicuramente ho sbagliato io",5.0,True,Reviewed in Italy on 27 May 2021,,cf0657a1-df84-557c-9438-6ac2e8caed22,24/12/2021 02:26:25,stupende forse un po troppo grandi sicuramente ho sbagliato io,negative,1
https://www.amazon.co.uk/dp/B08SW434MG,"GUESS Women's Bradly Gymnastics Shoe, White, 7 UK",Serine,Stupende,"Molto bello proprio come nelle foto , comode e puoi abbinarci qualsiasi cosaSuper sodisfatta grazie",4.0,True,Reviewed in Italy on 2 October 2021,,09b6a8ed-4dd9-52b4-bab0-84f52243138d,24/12/2021 02:26:25,molto bello proprio come nelle foto comode e puoi abbinarci qualsiasi cosasuper sodisfatta grazie,neutral,3
https://www.amazon.co.uk/dp/B07S1XM3L7,"adidas Women's Retrorun Shoes Running, Core Black/Cloud White/Alumina, 8 UK",Lindsay,Perfect right outta the box,"True to size. If between I'd probably go with your lower end i.e 8-8.5 go 8. I wore these right out of the box for a little over 2 hours, most of which was walking around and they were incredibly comfortable no rubbing and I did not find any issue with the tongue being too stiff as I have seen mentioned in other reviews.",5.0,True,Reviewed in Canada on 20 October 2021,One person found this helpful,b64632c5-6f24-51eb-9275-6614fed29f1a,24/12/2021 02:26:25,true size probably go lower end go wore right box little 2 hours walking around incredibly comfortable rubbing find issue tongue stiff seen mentioned reviews,positive,5
https://www.amazon.co.uk/dp/B07S1XM3L7,"adidas Women's Retrorun Shoes Running, Core Black/Cloud White/Alumina, 8 UK",Lynn Maclean,Disappointed,This is the second pair I bought. Loved the first pair however not pleased with the 2nd pair. There is no padding in the tongue part of the shoe and it is causing irritation to my skin where it rubs. I am very disappointed and will not buy them again.,2.0,True,Reviewed in Canada on 21 October 2021,,b9c4399e-01de-5613-b597-915dc37944a7,24/12/2021 02:26:25,second pair bought loved first pair however pleased 2nd pair padding tongue part shoe causing irritation skin rubs disappointed buy,positive,5
https://www.amazon.co.uk/dp/B07S1XM3L7,"adidas Women's Retrorun Shoes Running, Core Black/Cloud White/Alumina, 8 UK",Martine Roy,Wow!,"I love these shoes so much, it's my second pair, pure comfort!  Thank you Amazon!",5.0,True,Reviewed in Canada on 25 May 2021,,605fd069-17be-5f3f-9f6e-9ed6dc266b0f,24/12/2021 02:26:25,love shoes much second pair pure comfort thank amazon,positive,5
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",Amazon Customer,Comfortable and attractive,"I have hard to fit feet and often a wide fitting shoe looks too big and bulky.  These shoes were comfortable right away with no pressure points.  I use them for run around shoes, going to the store, etc.  They look casual but are more attractive than a running shoe.  They have a nice rounded toe box and go with any kind of outfit.  I am very happy with them.",5.0,True,Reviewed in Canada on 8 October 2018,2 people found this helpful,bce0114a-c0fe-5472-bbb8-377cb21dc853,24/12/2021 02:26:25,hard fit feet often wide fitting shoe looks big bulky shoes comfortable right away pressure points use run around shoes going store etc look casual attractive running shoe nice rounded toe box go kind outfit happy,positive,5
https://www.amazon.co.uk/dp/B07S1XM3L7,"adidas Women's Retrorun Shoes Running, Core Black/Cloud White/Alumina, 8 UK",One of Users,かわいいけど、色々残念,足が22cmのため、このサイズを展開しているブランドが少なく購入。デザインは可愛くて満足だが、履き心地は残念。小さいサイズあるあるで、パーツは大きいサイズのものを流用しているように思える。・ベロが長すぎて、足首を曲げるたびにこすれて、すり傷ができる（スニーカーソックスではNG）・インソールの踵から土踏まずのアーチまでの距離が長すぎて、つま先寄りにアーチが来るため、後ろ重心に感じる今回は靴下や中敷きを工夫して履こうと思うが、可愛くてもリピートはしない。,3.0,True,Reviewed in Japan on 10 December 2021,,f3119c6e-b703-5e29-8827-81cb08787d31,24/12/2021 02:26:25,,neutral,3
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",Amazon Customer,My right foot fits size 11 fine but not the same for the left foot,"I really need 11 1/2 but these shoes do not come in half sizes.  My right foot fits size 11 fine but not the same for the left foot.  The only issue is the blue insole - my feet perspire and the blue colour runs into my socks.  Also, the round laces look nice but they do not remain tied; they need a knot in the bow to maintain the tie.  They are very attractive shoes and do not look huge in size 12. Thank you. CHL.",5.0,True,Reviewed in Canada on 29 October 2016,,0190a659-ae61-5c28-8b9d-65199697f02e,24/12/2021 02:26:25,really need 11 shoes come half sizes right foot fits size 11 fine left foot issue blue insole feet perspire blue colour runs socks also round laces look nice remain tied need knot bow maintain tie attractive shoes look huge size thank chl,positive,5
https://www.amazon.co.uk/dp/B07S1XM3L7,"adidas Women's Retrorun Shoes Running, Core Black/Cloud White/Alumina, 8 UK",ちぃやよ,軽くて履き心地がすごくいいです！,最初少し硬かったけど、すぐに履きやすくなり、軽くて歩きやすいです！,4.0,True,Reviewed in Japan on 14 May 2020,,e92b5165-322a-5a65-a78e-8796dc5ef104,24/12/2021 02:26:25,,neutral,3
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",Burger Lover - Dalton,Great quality and comfort shoes,Great quality and comfort shoesI was so thrilled when I got my new shoes last week! I had bought a pair of a RAVON shoes over two years ago at an expensive shoe store and I did not regret spending the money because they were perfect walking shoes and they gave me plenty of support and I have a bunion on my left big toe and I had plenty of room for that foot. Tmy new ones just like my old pair as far as being comfortable and they keepI got me balanced. By the way my original pair that are 2 1/2 years old are still good but I am using them to mow grass in because I feel safe walking in them. I wanted new ones because I needed some pretty ones that weren’t grungy looking. I am 67And being balanced is ver  important to me. I highly recommend these shoes because of the wonderful quality and comfort and I got them on sale! What a deal so I feel like I won the lottery! Also I neglected to mention they are very classy looking. Very well-made and beautiful and striking.,5.0,True,Reviewed in the United States on 27 August 2020,2 people found this helpful,f1bafbd5-ff6a-52c7-8929-68bf9da9eda2,24/12/2021 02:26:25,great quality comfort shoesi thrilled got new shoes last week bought pair ravon shoes two years ago expensive shoe store regret spending money perfect walking shoes gave plenty support bunion left big toe plenty room foot tmy new ones like old pair far comfortable keepi got balanced way original pair 2 years old still good using mow grass feel safe walking wanted new ones needed pretty ones grungy looking 67and balanced ver important highly recommend shoes wonderful quality comfort got sale deal feel like lottery also neglected mention classy looking beautiful striking,positive,5
https://www.amazon.co.uk/dp/B07S1XM3L7,"adidas Women's Retrorun Shoes Running, Core Black/Cloud White/Alumina, 8 UK",B. Slate,NO SUPPORT! NOT FOR RUNNING!,I would NOT recommend these for running. They have zero support and I could feel the rocks in the ground through the shoe. They are also shaped really weird. The sole protrudes out in the back all around the heel and makes your foot appear much larger than it should.,1.0,True,Reviewed in the United States on 12 July 2020,19 people found this helpful,1bd3f6f9-6e70-50a8-a913-6c9af4f8c7c7,24/12/2021 02:26:25,would recommend running zero support could feel rocks ground shoe also shaped really weird sole protrudes back around heel makes foot appear much larger,positive,5
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",George-y,Not as supportive as I had hoped for.,"These shoes are cute online but in person...not so much.The shoe is super light weight and flimsy feeling.  Because of this, it feels as if there is no support/stability.My partial orthotic fit well into the heel of the shoe.The shoe not only has aqua-colored accents (shoe string eyelets) but also has an aqua liner throughout the shoe. As I was slipping my socked foot into the shoe for the first time, that inner liner sort of bunched up and made the shoe top look distorted. As if the liner pushed forward and down causing the upper portion and toe of the shoe to twist upward.  Not a nice look.  At that point I decided that I didn't want to struggle with getting the shoe on each time.  I'm returning them.",1.0,True,Reviewed in the United States on 10 May 2016,12 people found this helpful,51b14655-18d6-556d-bf0b-1cbd9536d9a2,24/12/2021 02:26:25,shoes cute online person shoe super light weight flimsy feeling feels partial orthotic fit well heel shoe accents shoe string eyelets also aqua liner throughout shoe slipping socked foot shoe first time inner liner sort bunched made shoe top look distorted liner pushed forward causing upper portion toe shoe twist upward nice look point decided want struggle getting shoe time returning,positive,5
https://www.amazon.co.uk/dp/B07S1XM3L7,"adidas Women's Retrorun Shoes Running, Core Black/Cloud White/Alumina, 8 UK",Mara Crabtree,Great pair of shoes!,"Very comfortable! Absolutely love the look and feel of these shoes. They run slightly too big. But, that doesn't take away from the comfort. I'm not sliding around inside them. I'm able to work in them well and workout in them great. Excellent pair of shoes.",4.0,True,Reviewed in the United States on 23 April 2020,11 people found this helpful,b59bb2ea-9153-5a76-9069-496c760993fa,24/12/2021 02:26:25,comfortable absolutely love look feel shoes run slightly big take away comfort sliding around inside able work well workout great excellent pair shoes,positive,5
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",elaine,Can’t wear due to Poorly designed insoles,"I like the style and weight of this shoe, just right for wearing all day.  Good quality components.  However, as other reviewers have said, the insole makes wearing these shoes impossible.  The surface of the insoles is some attractive suede fabric which looks like it will be very comfortable.  In fact, the fabric prevents your foot from sliding into the shoe.  I forced my feet in and my toes were uncomfortably turned in on them selves, I could not possibly wear these shoes like that.  I tried stockings and different types of socks with the same difficulty, I just could not push my foot smoothly into the shoe.  Then I tried taking the insole out of another pair of sneakers and putting them in the Aragon’s.  My foot slid right in but when I walked there was no arch support.  Dilemma, should I send them back or go buy 6 or 7 sets of insoles at the drug store to see if any of them will work.  So disappointing.",3.0,True,Reviewed in the United States on 6 October 2018,One person found this helpful,bc8e41f4-6498-5d4c-a2cc-b9369067f5bd,24/12/2021 02:26:25,like style weight shoe right wearing day good quality components however reviewers said insole makes wearing shoes impossible surface insoles attractive suede fabric looks like comfortable fact fabric prevents foot sliding shoe forced feet toes uncomfortably turned selves could possibly wear shoes like tried stockings different types socks difficulty could push foot smoothly shoe tried taking insole another pair sneakers putting aragon foot slid right walked arch support dilemma send back go buy 6 7 sets insoles drug store see work disappointing,positive,5
https://www.amazon.co.uk/dp/B07S1XM3L7,"adidas Women's Retrorun Shoes Running, Core Black/Cloud White/Alumina, 8 UK",K. Bush,Tongue rubs ankles raw,"The tongue is long, stiff, and rough. It rubs my ankles raw.",2.0,True,Reviewed in the United States on 18 April 2021,13 people found this helpful,59166ddf-42ce-5f6a-ae31-30af1346de8f,24/12/2021 02:26:25,tongue long stiff rough rubs ankles raw,neutral,3
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",Michele,What I was looking for,"I have been trying to find a casual, but not too casual, shoe for work. I wanted an athletic shoe fit in a shoe that doesn't look like an athletic shoe. This is pretty close. It works well with chinos or colored denim. They would not look right with ""dress"" pants, but for business casual, it's good. I'm always between 8 and 8.5. I went with an 8 and they fit perfectly.  I also need good support and these are reasonable. I have another pair of Aravon shoes (mary jane) and they also work well. I think this is good brand.",4.0,True,Reviewed in the United States on 10 June 2019,2 people found this helpful,6b1fe1ca-d32c-5cf6-b4bb-6d6bc59254ba,24/12/2021 02:26:25,trying find casual casual shoe work wanted athletic shoe fit shoe look like athletic shoe pretty close works well chinos colored denim would look right dress pants business casual good always 8 went 8 fit perfectly also need good support reasonable another pair aravon shoes mary jane also work well think good brand,positive,5
https://www.amazon.co.uk/dp/B07S1XM3L7,"adidas Women's Retrorun Shoes Running, Core Black/Cloud White/Alumina, 8 UK",Jpg,Not for slippery surfaces/no tread,I thought they were really cute and fit good but after I decided to wear them around for a day I mopped the floor like I Do every day and I almost slipped so the shoes will not be good for me and my lifestyle very slippery pretty much no tread it would be good for walking as long as you’re never honest with Service but I wouldn’t want to take my chances so back to Searching for a new pair of shoes,3.0,True,Reviewed in the United States on 10 July 2021,2 people found this helpful,9070cb93-424d-50b6-93d1-8e0177a2999f,24/12/2021 02:26:25,thought really cute fit good decided wear around day mopped floor like every day almost slipped shoes good lifestyle slippery pretty much tread would good walking long never honest service want take chances back searching new pair shoes,positive,5
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",R. T.,but it's frequent enough with certain socks that it becomes annoying to have to stop and pull my socks up ...,"I'd give them 5 stars if it weren't for the fact that the material on the inside of the shoe keeps pulling on my socks, it's not all the time, but it's frequent enough with certain socks that it becomes annoying to have to stop and pull my socks up which find their way down into my shoes after walking for 10-15 min, also the laces don't seem to stay tied, my recommendation is to buy socks that are really snug around your ankles and use a different pair of laces.... besides that, I think the shoes are really cute, love the choice of brown and blue, I think they work well together, also the shoe has pretty good support, I use my own inserts which fit well in the shoe, but like I said if you don't, the original inserts are pretty good",4.0,True,Reviewed in the United States on 1 May 2017,One person found this helpful,75a0ebf7-29ad-578a-a7bc-5310a3fc5978,24/12/2021 02:26:25,give 5 stars fact material inside shoe keeps pulling socks time frequent enough certain socks becomes annoying stop pull socks find way shoes walking min also laces seem stay tied recommendation buy socks really snug around ankles use different pair laces besides think shoes really cute love choice brown blue think work well together also shoe pretty good support use inserts fit well shoe like said original inserts pretty good,positive,5
https://www.amazon.co.uk/dp/B07S1XM3L7,"adidas Women's Retrorun Shoes Running, Core Black/Cloud White/Alumina, 8 UK",Melissa Lanza,Super cuter sneakers.,I bought these as a birthday present for myself. I originally wanted to use them as my new jogging shoes. The tongue of the shoe is just too stiff for that though. I am still happy with the shoes cuz they are super cute. Besides the stiff tongue my only other complaint is they seem a tad larger than my other size tens. I have a little more space than I like to have. Otherwise completely awesome!,5.0,True,Reviewed in the United States on 6 January 2021,4 people found this helpful,1b63388c-d268-5453-9fad-f36f9ec5e2e0,24/12/2021 02:26:25,bought birthday present originally wanted use new jogging shoes tongue shoe stiff though still happy shoes cuz super cute besides stiff tongue complaint seem tad larger size tens little space like otherwise completely awesome,positive,5
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",Keqqy,"Cute, but small","I was so excited to find these shoes. They are super cute!  They were too small, however, and I cannot find the larger size I need.  When I tried them on, they were really stiff and a bit tight.  Who knows maybe they would stretch out as I wore them, but they just didn't fit.  I am disappointed that I can't find the size I need anywhere, but will keep looking.",4.0,True,Reviewed in the United States on 28 November 2020,,6e6c9355-0941-5e44-9792-52c75725a3e6,24/12/2021 02:26:25,excited find shoes super cute small however find larger size need tried really stiff bit tight knows maybe would stretch wore fit disappointed ca find size need anywhere keep looking,positive,5
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",Kobe,Nice lightweight comfort shoe,"It's a very comfortable and lightweight shoe.  I found it to be pretty true for a size 10, but all shoes run differently.  Other reviews said it ran small, but I didn't find that the case. I bought the 10D width.  The wider width doesn't look odd, it fits the shoe well and my foot.",5.0,True,Reviewed in the United States on 8 August 2016,9 people found this helpful,397e3b6a-be73-5b2f-a4e5-e957a56acdb1,24/12/2021 02:26:25,comfortable lightweight shoe found pretty true size 10 shoes run differently reviews said ran small find case bought 10d width wider width look odd fits shoe well foot,positive,5
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",Grams,Total Comfort,Two years ago I bought this same exact shoes.  I wore them always when choosing a stylish athletic shoe. Originally I bought them when our family was going to go to The Ark in Kentucky and knew we would be doing alot of walking.there has never been a time that my feet hurt when I wear these shoes. And I get compliments often as to how cute they look.  So best shoes for me for comfort and style! Bought them again to update and bought an additional pair in black.,5.0,True,Reviewed in the United States on 12 November 2019,2 people found this helpful,256c6c3b-ce6a-5c88-9de4-ca981dede045,24/12/2021 02:26:25,two years ago bought exact shoes wore always choosing stylish athletic shoe originally bought family going go ark kentucky knew would alot never time feet hurt wear shoes get compliments often cute look best shoes comfort style bought update bought additional pair black,positive,5
https://www.amazon.co.uk/dp/B0873MYDXS,"Naturino Unisex Babies Cocoon First Walker Shoe, Zucca, 1.5 UK",Szerda,Schmerzen am Kind...,"An sich wunderschöner Schuh, auspacken und direkt meinem Kind angezogen. Das Kind geht 2 Schritte und fängt bitterlich an zu weinen... Sofort Schuhe ausgezogen und mal geschaut was da los ist. Es war nen für Kleinkinderschuhe wirklich großer Knick in der Inneneinlage der sich auch nicht wirklich begradigen lässt. Bedauerlich, wo doch der Schuh an sich nicht im Discounter Sektor liegt. Da hätte ich wirklich mehr erwartet.",1.0,True,Reviewed in Germany on 15 December 2021,,34cf2187-d430-55c5-9ee9-29d680efa2a1,24/12/2021 02:26:25,sich wunderschöner schuh auspacken und direkt meinem kind angezogen das kind geht 2 schritte und fängt bitterlich zu weinen sofort schuhe ausgezogen und mal geschaut da los ist es war nen für kleinkinderschuhe wirklich großer knick der inneneinlage der sich auch nicht wirklich begradigen lässt bedauerlich wo doch der schuh sich nicht im discounter sektor liegt da hätte ich wirklich mehr erwartet,positive,5
https://www.amazon.co.uk/dp/B0873MYDXS,"Naturino Unisex Babies Cocoon First Walker Shoe, Zucca, 1.5 UK",Sofia Gaweiler,Aus der Anzeige es wird nicht klar welche Größe es ist,Auf einem der Fotos steht auf der Sohle die gr 26.Die Schuhe die mit verschickt wurden ist die Gr 19...Habe keine Antwort auf meine Frage vor einigen  Tagen bekommen welche Größe das tatsächlich ist.,3.0,True,Reviewed in Germany on 11 October 2021,,9cabd435-ba84-5469-abbe-c377c28321f8,24/12/2021 02:26:25,auf einem der fotos steht auf der sohle die gr schuhe die mit verschickt wurden ist die gr 19 habe keine antwort auf meine frage vor einigen tagen bekommen welche größe das tatsächlich ist,negative,1
https://www.amazon.co.uk/dp/B077TC44GZ,"Merrell Boys' Burnt Rock Low Sneaker, Black, 13.5 Medium US Little Kid",paulinedove,"May work for a ""B"" width foot","Grandson couldn't even get them on, they are so tightly cut.",3.0,True,Reviewed in the United States on 22 January 2021,,90bbb21f-d7fa-538b-8f83-4beb55545e45,24/12/2021 02:26:25,grandson could even get tightly cut,negative,1
https://www.amazon.co.uk/dp/B077TC44GZ,"Merrell Boys' Burnt Rock Low Sneaker, Black, 13.5 Medium US Little Kid",Anna,Fell apart after one week,"The laces broke after slightly over one week of use. Horrible quality. Before it broke, my son complained it was very uncomfortable, as the metal grommets on the sides rub against the side of his foot.",1.0,True,Reviewed in the United States on 22 December 2019,,c111f9c3-e95b-57c1-8a7f-879f9ec476df,24/12/2021 02:26:25,laces broke slightly one week use horrible quality broke son complained uncomfortable metal grommets sides rub side foot,negative,1
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",Sambit,Nice Shoes,Nice pair of shoes,5.0,True,Reviewed in Canada on 7 August 2021,,5d82d088-3073-55c7-9436-337ba52b3429,24/12/2021 02:26:26,nice pair shoes,positive,5
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",consumer,Thank you!,"These shoes are cute and jus fine. I wanted to comment on the company actually. I bought these for a wedding for my son to wear and they weren’t going to arrive in time.  I reached out to Amazon with no luck. I finally contacted the company directly and they said they didn’t think they could get them to me in time because of how the process works. However, I literally received these the very next day. Whoever I spoke to, thank you, you obviously went out of your way to get these pulled and shipped to me and I can’t thank you enough. They made it on time and the wedding was gorgeous!!My son kept the shoes on all night and now wears them when he wants to dress up casual  ..he says they are comfy and shoe laces are long enough he can tie them easily",5.0,True,Reviewed in the United States on 22 October 2021,3 people found this helpful,1da9db76-74be-5eec-af0b-bcaa1bd0aa9e,24/12/2021 02:26:26,shoes cute jus fine wanted comment company actually bought wedding son wear going arrive time reached amazon luck finally contacted company directly said think could get time process works however literally received next day whoever spoke thank obviously went way get pulled shipped thank enough made time wedding gorgeous son kept shoes night wears wants dress casual says comfy shoe laces long enough tie easily,positive,5
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",C. Herrera,Not your average skate shoe. They’re attractive!,"When my 8 year old asked for “skate shoes”, I could only picture AirWalks or Vans (which are cute, but don’t fit their wide feet well). I began searching and found these. They are not just skate shoes, but also adorable and good, Adidas quality.",5.0,True,Reviewed in the United States on 6 January 2021,6 people found this helpful,b56f0672-80fc-591e-9d7b-ac2da9fdef7d,24/12/2021 02:26:26,8 year old asked skate shoes could picture airwalks vans cute fit wide feet well began searching found skate shoes also adorable good adidas quality,positive,5
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",Me,Great shoe - great price - runs big,"Great looking shoe at a great price! I got these in the gray with black stripes and the black with white stripes. Looks exactly like the ones I got from the store that were $20 more. They run big. I wear a women’s 7 in most shoes. I measured my foot on the big kids Adidas size chart and according to it, I should get a 6.5. I got the 6 because they didn’t have any other sizes and based on other reviews from women I was hoping they would work out. They’re big. I measured them against the men’s 7 I had from the store and there wasn’t much difference between the 6 and 7. They measured the same as the men’s 6.5 I had from the store. I would’ve ordered a 5 if they were available. It’s hard to guess with the weird sizing situation. Hopefully putting in some insoles will help because I want to keep them.",5.0,True,Reviewed in the United States on 23 November 2021,,35426696-34b6-5799-bb33-c9a93669d467,24/12/2021 02:26:26,great looking shoe great price got gray black stripes black white stripes looks exactly like ones got store 20 run big wear women 7 shoes measured foot big kids adidas size chart according get got 6 sizes based reviews women hoping would work big measured men 7 store much difference 6 measured men store would ordered 5 available hard guess weird sizing situation hopefully putting insoles help want keep,positive,5
